day,run_id,n_students,n_teachers,class_size_cap,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
30,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8017553137298388,0.7309796965390857,0.7996852521032483,0.8799795970494628,0.7386947515650898,0.4824812488250863,0.7474160053863655,0.9813945954583057,52,0.29633333333333334
31,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.809022068827794,0.7403302812670993,0.8056738735520304,0.884464377714829,0.7477780848984231,0.4924812488250863,0.7574160053863656,0.9913945954583057,49,0.2683333333333333
32,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8158399438330572,0.7487886320221595,0.8114280719479479,0.8873296632484985,0.7567985249210368,0.5024812488250863,0.7674160053863656,1.0,50,0.286
33,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.822356369025226,0.7578474276604089,0.817713189608445,0.8905009950163525,0.7656311648247969,0.5124812488250863,0.7774160053863656,1.0,50,0.2856666666666667
34,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.82836550980332,0.7648703983900229,0.8243892187915487,0.8932140247252341,0.77423962397485,0.5224812488250863,0.7874160053863656,1.0,54,0.30866666666666664
35,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8351585578186979,0.7747230859070429,0.8297197189171643,0.897032092887233,0.7828229573081832,0.5324812488250863,0.7974160053863656,1.0,37,0.21233333333333337
36,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8409690521523944,0.7830738461151814,0.8365517416840758,0.8999564138680765,0.7913037877081979,0.5424812488250863,0.8074160053863656,1.0,49,0.28
37,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8467264878003407,0.791917280052102,0.8427977651396104,0.9027854858152298,0.7996613774697606,0.5524812488250863,0.8174160053863656,1.0,46,0.26233333333333336
38,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8521492735995874,0.8005464337241143,0.8487650348032542,0.9056931371817099,0.8079793580648927,0.5624812488250863,0.8274160053863656,1.0,47,0.2683333333333333
39,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8571392264051105,0.8068528570907348,0.8535779343069931,0.908725281796548,0.8161018475005942,0.5724812488250863,0.8374160053863656,1.0,52,0.29100000000000004
40,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8618037124928491,0.8148276601597392,0.8584467259133399,0.9110434377796036,0.8241245075517456,0.5824812488250863,0.8474160053863656,1.0,53,0.3026666666666667
41,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8664758012790666,0.8217299194665783,0.8634534583705875,0.9138230364683476,0.8318222296235432,0.5924812488250863,0.8574160053863656,1.0,52,0.2793333333333334
42,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8712479122651071,0.8286759330001124,0.8683380927825375,0.9170455189115355,0.8394888962902098,0.6024812488250864,0.8674160053863657,1.0,43,0.24566666666666667
43,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8759286017013579,0.8351786880857507,0.8732162437148964,0.9195224416466499,0.8470483151190351,0.6124812488250864,0.8774160053863657,1.0,41,0.22800000000000004
44,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8802320584109179,0.8415491544666108,0.8785507439656772,0.9215162672823294,0.8543824363092459,0.6224812488250864,0.8874160053863657,1.0,44,0.251
45,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8841980983322922,0.8475629580137364,0.8830387319993651,0.9234739177103171,0.8617157696425793,0.6324812488250864,0.8974160053863657,1.0,47,0.26899999999999996
46,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8879200387603277,0.852360090794006,0.887703192675166,0.9257644994189475,0.8689876088673624,0.6424812488250864,0.9074160053863657,1.0,49,0.27999999999999997
47,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8914179144494871,0.858318502507242,0.8914467000177074,0.9272853612878408,0.8761018885040746,0.6524812488250864,0.9174160053863657,1.0,51,0.29233333333333333
48,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8950182077867047,0.863495408569121,0.8952147673034581,0.9295748308402829,0.8831303817096302,0.6624812488250864,0.9274160053863657,1.0,44,0.2506666666666667
49,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.898311463808697,0.8677568237678221,0.8988764186330538,0.9312401397524087,0.8899961132201523,0.6724812488250864,0.9374160053863657,1.0,48,0.27366666666666667
50,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9017006132402208,0.8720845734471411,0.9017673981267883,0.9330759227879226,0.8965165268510392,0.6824812488250864,0.9474160053863657,1.0,41,0.23566666666666672
51,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9049116328072541,0.8773465382232755,0.9054158039149399,0.9347578730595285,0.9027140729487909,0.6924812488250864,0.9574160053863657,1.0,42,0.23966666666666664
52,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9076460110559219,0.8813368016247216,0.9088052758544541,0.936838107943029,0.9087687975172722,0.7024812488250864,0.9674160053863657,1.0,51,0.29233333333333333
53,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9100745509024922,0.8843376605872179,0.9109863215253917,0.9374087070427102,0.9146379215441527,0.7124812488250865,0.9774160053863657,1.0,58,0.3186666666666667
54,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.91284912151142,0.8879278349310598,0.9134735113064901,0.9384261928400014,0.9200608175869839,0.7224812488250865,0.9874160053863658,1.0,44,0.2516666666666667
55,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9152132442256945,0.8905979444295529,0.9159781717989839,0.9396392414099751,0.9253043604053166,0.7324812488250865,0.9974160053863658,1.0,51,0.29200000000000004
56,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9173215991151022,0.894330103163553,0.9179713319495093,0.9413917332477547,0.9301742582101675,0.7424812488250865,1.0,1.0,56,0.32000000000000006
57,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9196950769651675,0.8976240558206556,0.9209478648625938,0.9424112230937189,0.9346583239360804,0.7524812488250865,1.0,1.0,45,0.25633333333333336
58,32,120,6,18,30.0,0.05,0.002,90,18002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9220267230375145,0.8996862087710996,0.9234890704518153,0.9437642079361649,0.9387533720108237,0.7624812488250865,1.0,1.0,43,0.24600000000000005
